image_name,image_path,class,fold
Abyssinian_13,./data/resized_images/trainval/Abyssinian_13.jpg,1.0,trainval
Abyssinian_130,./data/resized_images/trainval/Abyssinian_130.jpg,1.0,trainval
Abyssinian_131,./data/resized_images/trainval/Abyssinian_131.jpg,1.0,trainval
Abyssinian_132,./data/resized_images/trainval/Abyssinian_132.jpg,1.0,trainval
Abyssinian_133,./data/resized_images/trainval/Abyssinian_133.jpg,1.0,trainval
Abyssinian_134,./data/resized_images/trainval/Abyssinian_134.jpg,1.0,trainval
Abyssinian_135,./data/resized_images/trainval/Abyssinian_135.jpg,1.0,trainval
Abyssinian_136,./data/resized_images/trainval/Abyssinian_136.jpg,1.0,trainval
Abyssinian_137,./data/resized_images/trainval/Abyssinian_137.jpg,1.0,trainval
Abyssinian_138,./data/resized_images/trainval/Abyssinian_138.jpg,1.0,trainval
Abyssinian_139,./data/resized_images/trainval/Abyssinian_139.jpg,1.0,trainval
Abyssinian_14,./data/resized_images/trainval/Abyssinian_14.jpg,1.0,trainval
Abyssinian_140,./data/resized_images/trainval/Abyssinian_140.jpg,1.0,trainval
Abyssinian_141,./data/resized_images/trainval/Abyssinian_141.jpg,1.0,trainval
Abyssinian_142,./data/resized_images/trainval/Abyssinian_142.jpg,1.0,trainval
Abyssinian_143,./data/resized_images/trainval/Abyssinian_143.jpg,1.0,trainval
Abyssinian_144,./data/resized_images/trainval/Abyssinian_144.jpg,1.0,trainval
Abyssinian_145,./data/resized_images/trainval/Abyssinian_145.jpg,1.0,trainval
Abyssinian_146,./data/resized_images/trainval/Abyssinian_146.jpg,1.0,trainval
Abyssinian_148,./data/resized_images/trainval/Abyssinian_148.jpg,1.0,trainval
Abyssinian_149,./data/resized_images/trainval/Abyssinian_149.jpg,1.0,trainval
Abyssinian_15,./data/resized_images/trainval/Abyssinian_15.jpg,1.0,trainval
Abyssinian_150,./data/resized_images/trainval/Abyssinian_150.jpg,1.0,trainval
Abyssinian_151,./data/resized_images/trainval/Abyssinian_151.jpg,1.0,trainval
Abyssinian_152,./data/resized_images/trainval/Abyssinian_152.jpg,1.0,trainval
Abyssinian_153,./data/resized_images/trainval/Abyssinian_153.jpg,1.0,trainval
Abyssinian_154,./data/resized_images/trainval/Abyssinian_154.jpg,1.0,trainval
Abyssinian_155,./data/resized_images/trainval/Abyssinian_155.jpg,1.0,trainval
Abyssinian_156,./data/resized_images/trainval/Abyssinian_156.jpg,1.0,trainval
Abyssinian_157,./data/resized_images/trainval/Abyssinian_157.jpg,1.0,trainval
Abyssinian_158,./data/resized_images/trainval/Abyssinian_158.jpg,1.0,trainval
Abyssinian_159,./data/resized_images/trainval/Abyssinian_159.jpg,1.0,trainval
Abyssinian_16,./data/resized_images/trainval/Abyssinian_16.jpg,1.0,trainval
Abyssinian_160,./data/resized_images/trainval/Abyssinian_160.jpg,1.0,trainval
Abyssinian_161,./data/resized_images/trainval/Abyssinian_161.jpg,1.0,trainval
Abyssinian_164,./data/resized_images/trainval/Abyssinian_164.jpg,1.0,trainval
Abyssinian_165,./data/resized_images/trainval/Abyssinian_165.jpg,1.0,trainval
Abyssinian_166,./data/resized_images/trainval/Abyssinian_166.jpg,1.0,trainval
Abyssinian_167,./data/resized_images/trainval/Abyssinian_167.jpg,1.0,trainval
Abyssinian_168,./data/resized_images/trainval/Abyssinian_168.jpg,1.0,trainval
Abyssinian_169,./data/resized_images/trainval/Abyssinian_169.jpg,1.0,trainval
Abyssinian_17,./data/resized_images/trainval/Abyssinian_17.jpg,1.0,trainval
Abyssinian_170,./data/resized_images/trainval/Abyssinian_170.jpg,1.0,trainval
Abyssinian_172,./data/resized_images/trainval/Abyssinian_172.jpg,1.0,trainval
Abyssinian_173,./data/resized_images/trainval/Abyssinian_173.jpg,1.0,trainval
Abyssinian_174,./data/resized_images/trainval/Abyssinian_174.jpg,1.0,trainval
Abyssinian_175,./data/resized_images/trainval/Abyssinian_175.jpg,1.0,trainval
Abyssinian_176,./data/resized_images/trainval/Abyssinian_176.jpg,1.0,trainval
Abyssinian_177,./data/resized_images/trainval/Abyssinian_177.jpg,1.0,trainval
Abyssinian_178,./data/resized_images/trainval/Abyssinian_178.jpg,1.0,trainval
Abyssinian_179,./data/resized_images/trainval/Abyssinian_179.jpg,1.0,trainval
Abyssinian_18,./data/resized_images/trainval/Abyssinian_18.jpg,1.0,trainval
Abyssinian_180,./data/resized_images/trainval/Abyssinian_180.jpg,1.0,trainval
Abyssinian_181,./data/resized_images/trainval/Abyssinian_181.jpg,1.0,trainval
Abyssinian_182,./data/resized_images/trainval/Abyssinian_182.jpg,1.0,trainval
Abyssinian_183,./data/resized_images/trainval/Abyssinian_183.jpg,1.0,trainval
Abyssinian_184,./data/resized_images/trainval/Abyssinian_184.jpg,1.0,trainval
Abyssinian_185,./data/resized_images/trainval/Abyssinian_185.jpg,1.0,trainval
Abyssinian_19,./data/resized_images/trainval/Abyssinian_19.jpg,1.0,trainval
Abyssinian_190,./data/resized_images/trainval/Abyssinian_190.jpg,1.0,trainval
Abyssinian_191,./data/resized_images/trainval/Abyssinian_191.jpg,1.0,trainval
Abyssinian_192,./data/resized_images/trainval/Abyssinian_192.jpg,1.0,trainval
Abyssinian_193,./data/resized_images/trainval/Abyssinian_193.jpg,1.0,trainval
Abyssinian_195,./data/resized_images/trainval/Abyssinian_195.jpg,1.0,trainval
Abyssinian_196,./data/resized_images/trainval/Abyssinian_196.jpg,1.0,trainval
Abyssinian_197,./data/resized_images/trainval/Abyssinian_197.jpg,1.0,trainval
american_bulldog_10,./data/resized_images/trainval/american_bulldog_10.jpg,2.0,trainval
american_bulldog_100,./data/resized_images/trainval/american_bulldog_100.jpg,2.0,trainval
american_bulldog_101,./data/resized_images/trainval/american_bulldog_101.jpg,2.0,trainval
american_bulldog_102,./data/resized_images/trainval/american_bulldog_102.jpg,2.0,trainval
american_bulldog_103,./data/resized_images/trainval/american_bulldog_103.jpg,2.0,trainval
american_bulldog_104,./data/resized_images/trainval/american_bulldog_104.jpg,2.0,trainval
american_bulldog_105,./data/resized_images/trainval/american_bulldog_105.jpg,2.0,trainval
american_bulldog_106,./data/resized_images/trainval/american_bulldog_106.jpg,2.0,trainval
american_bulldog_107,./data/resized_images/trainval/american_bulldog_107.jpg,2.0,trainval
american_bulldog_108,./data/resized_images/trainval/american_bulldog_108.jpg,2.0,trainval
american_bulldog_109,./data/resized_images/trainval/american_bulldog_109.jpg,2.0,trainval
american_bulldog_11,./data/resized_images/trainval/american_bulldog_11.jpg,2.0,trainval
american_bulldog_110,./data/resized_images/trainval/american_bulldog_110.jpg,2.0,trainval
american_bulldog_111,./data/resized_images/trainval/american_bulldog_111.jpg,2.0,trainval
american_bulldog_112,./data/resized_images/trainval/american_bulldog_112.jpg,2.0,trainval
american_bulldog_113,./data/resized_images/trainval/american_bulldog_113.jpg,2.0,trainval
american_bulldog_114,./data/resized_images/trainval/american_bulldog_114.jpg,2.0,trainval
american_bulldog_115,./data/resized_images/trainval/american_bulldog_115.jpg,2.0,trainval
american_bulldog_116,./data/resized_images/trainval/american_bulldog_116.jpg,2.0,trainval
american_bulldog_117,./data/resized_images/trainval/american_bulldog_117.jpg,2.0,trainval
american_bulldog_118,./data/resized_images/trainval/american_bulldog_118.jpg,2.0,trainval
american_bulldog_119,./data/resized_images/trainval/american_bulldog_119.jpg,2.0,trainval
american_bulldog_12,./data/resized_images/trainval/american_bulldog_12.jpg,2.0,trainval
american_bulldog_120,./data/resized_images/trainval/american_bulldog_120.jpg,2.0,trainval
american_bulldog_121,./data/resized_images/trainval/american_bulldog_121.jpg,2.0,trainval
american_bulldog_122,./data/resized_images/trainval/american_bulldog_122.jpg,2.0,trainval
american_bulldog_123,./data/resized_images/trainval/american_bulldog_123.jpg,2.0,trainval
american_bulldog_124,./data/resized_images/trainval/american_bulldog_124.jpg,2.0,trainval
american_bulldog_125,./data/resized_images/trainval/american_bulldog_125.jpg,2.0,trainval
american_bulldog_126,./data/resized_images/trainval/american_bulldog_126.jpg,2.0,trainval
american_bulldog_127,./data/resized_images/trainval/american_bulldog_127.jpg,2.0,trainval
american_bulldog_128,./data/resized_images/trainval/american_bulldog_128.jpg,2.0,trainval
american_bulldog_129,./data/resized_images/trainval/american_bulldog_129.jpg,2.0,trainval
american_bulldog_13,./data/resized_images/trainval/american_bulldog_13.jpg,2.0,trainval
american_bulldog_130,./data/resized_images/trainval/american_bulldog_130.jpg,2.0,trainval
american_bulldog_131,./data/resized_images/trainval/american_bulldog_131.jpg,2.0,trainval
american_bulldog_132,./data/resized_images/trainval/american_bulldog_132.jpg,2.0,trainval
american_bulldog_133,./data/resized_images/trainval/american_bulldog_133.jpg,2.0,trainval
american_bulldog_134,./data/resized_images/trainval/american_bulldog_134.jpg,2.0,trainval
american_bulldog_135,./data/resized_images/trainval/american_bulldog_135.jpg,2.0,trainval
american_bulldog_136,./data/resized_images/trainval/american_bulldog_136.jpg,2.0,trainval
american_bulldog_137,./data/resized_images/trainval/american_bulldog_137.jpg,2.0,trainval
american_bulldog_138,./data/resized_images/trainval/american_bulldog_138.jpg,2.0,trainval
american_bulldog_139,./data/resized_images/trainval/american_bulldog_139.jpg,2.0,trainval
american_bulldog_14,./data/resized_images/trainval/american_bulldog_14.jpg,2.0,trainval
american_bulldog_140,./data/resized_images/trainval/american_bulldog_140.jpg,2.0,trainval
american_bulldog_141,./data/resized_images/trainval/american_bulldog_141.jpg,2.0,trainval
american_bulldog_142,./data/resized_images/trainval/american_bulldog_142.jpg,2.0,trainval
american_bulldog_143,./data/resized_images/trainval/american_bulldog_143.jpg,2.0,trainval
american_bulldog_144,./data/resized_images/trainval/american_bulldog_144.jpg,2.0,trainval
american_bulldog_146,./data/resized_images/trainval/american_bulldog_146.jpg,2.0,trainval
american_bulldog_147,./data/resized_images/trainval/american_bulldog_147.jpg,2.0,trainval
american_bulldog_148,./data/resized_images/trainval/american_bulldog_148.jpg,2.0,trainval
american_bulldog_149,./data/resized_images/trainval/american_bulldog_149.jpg,2.0,trainval
american_bulldog_15,./data/resized_images/trainval/american_bulldog_15.jpg,2.0,trainval
american_bulldog_150,./data/resized_images/trainval/american_bulldog_150.jpg,2.0,trainval
american_bulldog_151,./data/resized_images/trainval/american_bulldog_151.jpg,2.0,trainval
american_bulldog_152,./data/resized_images/trainval/american_bulldog_152.jpg,2.0,trainval
american_bulldog_153,./data/resized_images/trainval/american_bulldog_153.jpg,2.0,trainval
american_bulldog_158,./data/resized_images/trainval/american_bulldog_158.jpg,2.0,trainval
american_bulldog_16,./data/resized_images/trainval/american_bulldog_16.jpg,2.0,trainval
american_bulldog_161,./data/resized_images/trainval/american_bulldog_161.jpg,2.0,trainval
american_bulldog_164,./data/resized_images/trainval/american_bulldog_164.jpg,2.0,trainval
american_bulldog_166,./data/resized_images/trainval/american_bulldog_166.jpg,2.0,trainval
american_bulldog_167,./data/resized_images/trainval/american_bulldog_167.jpg,2.0,trainval
american_bulldog_168,./data/resized_images/trainval/american_bulldog_168.jpg,2.0,trainval
american_bulldog_169,./data/resized_images/trainval/american_bulldog_169.jpg,2.0,trainval
american_bulldog_171,./data/resized_images/trainval/american_bulldog_171.jpg,2.0,trainval
american_bulldog_172,./data/resized_images/trainval/american_bulldog_172.jpg,2.0,trainval
american_bulldog_173,./data/resized_images/trainval/american_bulldog_173.jpg,2.0,trainval
american_bulldog_174,./data/resized_images/trainval/american_bulldog_174.jpg,2.0,trainval
american_bulldog_175,./data/resized_images/trainval/american_bulldog_175.jpg,2.0,trainval
american_bulldog_176,./data/resized_images/trainval/american_bulldog_176.jpg,2.0,trainval
american_bulldog_177,./data/resized_images/trainval/american_bulldog_177.jpg,2.0,trainval
american_bulldog_178,./data/resized_images/trainval/american_bulldog_178.jpg,2.0,trainval
american_bulldog_179,./data/resized_images/trainval/american_bulldog_179.jpg,2.0,trainval
american_bulldog_18,./data/resized_images/trainval/american_bulldog_18.jpg,2.0,trainval
american_bulldog_180,./data/resized_images/trainval/american_bulldog_180.jpg,2.0,trainval
american_bulldog_181,./data/resized_images/trainval/american_bulldog_181.jpg,2.0,trainval
american_bulldog_182,./data/resized_images/trainval/american_bulldog_182.jpg,2.0,trainval
american_bulldog_183,./data/resized_images/trainval/american_bulldog_183.jpg,2.0,trainval
american_bulldog_184,./data/resized_images/trainval/american_bulldog_184.jpg,2.0,trainval
american_bulldog_185,./data/resized_images/trainval/american_bulldog_185.jpg,2.0,trainval
american_bulldog_186,./data/resized_images/trainval/american_bulldog_186.jpg,2.0,trainval
american_bulldog_187,./data/resized_images/trainval/american_bulldog_187.jpg,2.0,trainval
american_bulldog_188,./data/resized_images/trainval/american_bulldog_188.jpg,2.0,trainval
american_bulldog_189,./data/resized_images/trainval/american_bulldog_189.jpg,2.0,trainval
american_bulldog_19,./data/resized_images/trainval/american_bulldog_19.jpg,2.0,trainval
american_bulldog_190,./data/resized_images/trainval/american_bulldog_190.jpg,2.0,trainval
american_bulldog_191,./data/resized_images/trainval/american_bulldog_191.jpg,2.0,trainval
american_bulldog_192,./data/resized_images/trainval/american_bulldog_192.jpg,2.0,trainval
american_bulldog_193,./data/resized_images/trainval/american_bulldog_193.jpg,2.0,trainval
american_bulldog_194,./data/resized_images/trainval/american_bulldog_194.jpg,2.0,trainval
american_bulldog_196,./data/resized_images/trainval/american_bulldog_196.jpg,2.0,trainval
american_bulldog_197,./data/resized_images/trainval/american_bulldog_197.jpg,2.0,trainval
american_bulldog_198,./data/resized_images/trainval/american_bulldog_198.jpg,2.0,trainval
american_bulldog_199,./data/resized_images/trainval/american_bulldog_199.jpg,2.0,trainval
american_bulldog_200,./data/resized_images/trainval/american_bulldog_200.jpg,2.0,trainval
american_bulldog_201,./data/resized_images/trainval/american_bulldog_201.jpg,2.0,trainval
american_bulldog_202,./data/resized_images/trainval/american_bulldog_202.jpg,2.0,trainval
american_pit_bull_terrier_10,./data/resized_images/trainval/american_pit_bull_terrier_10.jpg,3.0,trainval
american_pit_bull_terrier_100,./data/resized_images/trainval/american_pit_bull_terrier_100.jpg,3.0,trainval
american_pit_bull_terrier_101,./data/resized_images/trainval/american_pit_bull_terrier_101.jpg,3.0,trainval
american_pit_bull_terrier_102,./data/resized_images/trainval/american_pit_bull_terrier_102.jpg,3.0,trainval
american_pit_bull_terrier_103,./data/resized_images/trainval/american_pit_bull_terrier_103.jpg,3.0,trainval
american_pit_bull_terrier_104,./data/resized_images/trainval/american_pit_bull_terrier_104.jpg,3.0,trainval
american_pit_bull_terrier_105,./data/resized_images/trainval/american_pit_bull_terrier_105.jpg,3.0,trainval
american_pit_bull_terrier_106,./data/resized_images/trainval/american_pit_bull_terrier_106.jpg,3.0,trainval
american_pit_bull_terrier_107,./data/resized_images/trainval/american_pit_bull_terrier_107.jpg,3.0,trainval
american_pit_bull_terrier_108,./data/resized_images/trainval/american_pit_bull_terrier_108.jpg,3.0,trainval
american_pit_bull_terrier_109,./data/resized_images/trainval/american_pit_bull_terrier_109.jpg,3.0,trainval
american_pit_bull_terrier_11,./data/resized_images/trainval/american_pit_bull_terrier_11.jpg,3.0,trainval
american_pit_bull_terrier_110,./data/resized_images/trainval/american_pit_bull_terrier_110.jpg,3.0,trainval
american_pit_bull_terrier_111,./data/resized_images/trainval/american_pit_bull_terrier_111.jpg,3.0,trainval
american_pit_bull_terrier_112,./data/resized_images/trainval/american_pit_bull_terrier_112.jpg,3.0,trainval
american_pit_bull_terrier_113,./data/resized_images/trainval/american_pit_bull_terrier_113.jpg,3.0,trainval
american_pit_bull_terrier_114,./data/resized_images/trainval/american_pit_bull_terrier_114.jpg,3.0,trainval
american_pit_bull_terrier_115,./data/resized_images/trainval/american_pit_bull_terrier_115.jpg,3.0,trainval
american_pit_bull_terrier_116,./data/resized_images/trainval/american_pit_bull_terrier_116.jpg,3.0,trainval
american_pit_bull_terrier_117,./data/resized_images/trainval/american_pit_bull_terrier_117.jpg,3.0,trainval
american_pit_bull_terrier_118,./data/resized_images/trainval/american_pit_bull_terrier_118.jpg,3.0,trainval
american_pit_bull_terrier_119,./data/resized_images/trainval/american_pit_bull_terrier_119.jpg,3.0,trainval
american_pit_bull_terrier_12,./data/resized_images/trainval/american_pit_bull_terrier_12.jpg,3.0,trainval
american_pit_bull_terrier_120,./data/resized_images/trainval/american_pit_bull_terrier_120.jpg,3.0,trainval
american_pit_bull_terrier_121,./data/resized_images/trainval/american_pit_bull_terrier_121.jpg,3.0,trainval
american_pit_bull_terrier_122,./data/resized_images/trainval/american_pit_bull_terrier_122.jpg,3.0,trainval
american_pit_bull_terrier_123,./data/resized_images/trainval/american_pit_bull_terrier_123.jpg,3.0,trainval
american_pit_bull_terrier_124,./data/resized_images/trainval/american_pit_bull_terrier_124.jpg,3.0,trainval
american_pit_bull_terrier_125,./data/resized_images/trainval/american_pit_bull_terrier_125.jpg,3.0,trainval
american_pit_bull_terrier_126,./data/resized_images/trainval/american_pit_bull_terrier_126.jpg,3.0,trainval
american_pit_bull_terrier_127,./data/resized_images/trainval/american_pit_bull_terrier_127.jpg,3.0,trainval
american_pit_bull_terrier_128,./data/resized_images/trainval/american_pit_bull_terrier_128.jpg,3.0,trainval
american_pit_bull_terrier_129,./data/resized_images/trainval/american_pit_bull_terrier_129.jpg,3.0,trainval
american_pit_bull_terrier_13,./data/resized_images/trainval/american_pit_bull_terrier_13.jpg,3.0,trainval
american_pit_bull_terrier_130,./data/resized_images/trainval/american_pit_bull_terrier_130.jpg,3.0,trainval
american_pit_bull_terrier_131,./data/resized_images/trainval/american_pit_bull_terrier_131.jpg,3.0,trainval
american_pit_bull_terrier_132,./data/resized_images/trainval/american_pit_bull_terrier_132.jpg,3.0,trainval
american_pit_bull_terrier_133,./data/resized_images/trainval/american_pit_bull_terrier_133.jpg,3.0,trainval
american_pit_bull_terrier_134,./data/resized_images/trainval/american_pit_bull_terrier_134.jpg,3.0,trainval
american_pit_bull_terrier_135,./data/resized_images/trainval/american_pit_bull_terrier_135.jpg,3.0,trainval
american_pit_bull_terrier_136,./data/resized_images/trainval/american_pit_bull_terrier_136.jpg,3.0,trainval
american_pit_bull_terrier_137,./data/resized_images/trainval/american_pit_bull_terrier_137.jpg,3.0,trainval
american_pit_bull_terrier_138,./data/resized_images/trainval/american_pit_bull_terrier_138.jpg,3.0,trainval
american_pit_bull_terrier_139,./data/resized_images/trainval/american_pit_bull_terrier_139.jpg,3.0,trainval
american_pit_bull_terrier_14,./data/resized_images/trainval/american_pit_bull_terrier_14.jpg,3.0,trainval
american_pit_bull_terrier_140,./data/resized_images/trainval/american_pit_bull_terrier_140.jpg,3.0,trainval
american_pit_bull_terrier_141,./data/resized_images/trainval/american_pit_bull_terrier_141.jpg,3.0,trainval
american_pit_bull_terrier_142,./data/resized_images/trainval/american_pit_bull_terrier_142.jpg,3.0,trainval
american_pit_bull_terrier_143,./data/resized_images/trainval/american_pit_bull_terrier_143.jpg,3.0,trainval
american_pit_bull_terrier_144,./data/resized_images/trainval/american_pit_bull_terrier_144.jpg,3.0,trainval
american_pit_bull_terrier_145,./data/resized_images/trainval/american_pit_bull_terrier_145.jpg,3.0,trainval
american_pit_bull_terrier_146,./data/resized_images/trainval/american_pit_bull_terrier_146.jpg,3.0,trainval
american_pit_bull_terrier_147,./data/resized_images/trainval/american_pit_bull_terrier_147.jpg,3.0,trainval
american_pit_bull_terrier_148,./data/resized_images/trainval/american_pit_bull_terrier_148.jpg,3.0,trainval
american_pit_bull_terrier_149,./data/resized_images/trainval/american_pit_bull_terrier_149.jpg,3.0,trainval
american_pit_bull_terrier_15,./data/resized_images/trainval/american_pit_bull_terrier_15.jpg,3.0,trainval
american_pit_bull_terrier_150,./data/resized_images/trainval/american_pit_bull_terrier_150.jpg,3.0,trainval
american_pit_bull_terrier_151,./data/resized_images/trainval/american_pit_bull_terrier_151.jpg,3.0,trainval
american_pit_bull_terrier_152,./data/resized_images/trainval/american_pit_bull_terrier_152.jpg,3.0,trainval
american_pit_bull_terrier_153,./data/resized_images/trainval/american_pit_bull_terrier_153.jpg,3.0,trainval
american_pit_bull_terrier_154,./data/resized_images/trainval/american_pit_bull_terrier_154.jpg,3.0,trainval
american_pit_bull_terrier_155,./data/resized_images/trainval/american_pit_bull_terrier_155.jpg,3.0,trainval
american_pit_bull_terrier_156,./data/resized_images/trainval/american_pit_bull_terrier_156.jpg,3.0,trainval
american_pit_bull_terrier_157,./data/resized_images/trainval/american_pit_bull_terrier_157.jpg,3.0,trainval
american_pit_bull_terrier_158,./data/resized_images/trainval/american_pit_bull_terrier_158.jpg,3.0,trainval
american_pit_bull_terrier_159,./data/resized_images/trainval/american_pit_bull_terrier_159.jpg,3.0,trainval
american_pit_bull_terrier_16,./data/resized_images/trainval/american_pit_bull_terrier_16.jpg,3.0,trainval
american_pit_bull_terrier_160,./data/resized_images/trainval/american_pit_bull_terrier_160.jpg,3.0,trainval
american_pit_bull_terrier_161,./data/resized_images/trainval/american_pit_bull_terrier_161.jpg,3.0,trainval
american_pit_bull_terrier_162,./data/resized_images/trainval/american_pit_bull_terrier_162.jpg,3.0,trainval
american_pit_bull_terrier_163,./data/resized_images/trainval/american_pit_bull_terrier_163.jpg,3.0,trainval
american_pit_bull_terrier_164,./data/resized_images/trainval/american_pit_bull_terrier_164.jpg,3.0,trainval
american_pit_bull_terrier_165,./data/resized_images/trainval/american_pit_bull_terrier_165.jpg,3.0,trainval
american_pit_bull_terrier_166,./data/resized_images/trainval/american_pit_bull_terrier_166.jpg,3.0,trainval
american_pit_bull_terrier_167,./data/resized_images/trainval/american_pit_bull_terrier_167.jpg,3.0,trainval
american_pit_bull_terrier_168,./data/resized_images/trainval/american_pit_bull_terrier_168.jpg,3.0,trainval
american_pit_bull_terrier_169,./data/resized_images/trainval/american_pit_bull_terrier_169.jpg,3.0,trainval
american_pit_bull_terrier_17,./data/resized_images/trainval/american_pit_bull_terrier_17.jpg,3.0,trainval
american_pit_bull_terrier_170,./data/resized_images/trainval/american_pit_bull_terrier_170.jpg,3.0,trainval
american_pit_bull_terrier_171,./data/resized_images/trainval/american_pit_bull_terrier_171.jpg,3.0,trainval
american_pit_bull_terrier_172,./data/resized_images/trainval/american_pit_bull_terrier_172.jpg,3.0,trainval
american_pit_bull_terrier_173,./data/resized_images/trainval/american_pit_bull_terrier_173.jpg,3.0,trainval
american_pit_bull_terrier_174,./data/resized_images/trainval/american_pit_bull_terrier_174.jpg,3.0,trainval
american_pit_bull_terrier_175,./data/resized_images/trainval/american_pit_bull_terrier_175.jpg,3.0,trainval
american_pit_bull_terrier_176,./data/resized_images/trainval/american_pit_bull_terrier_176.jpg,3.0,trainval
american_pit_bull_terrier_177,./data/resized_images/trainval/american_pit_bull_terrier_177.jpg,3.0,trainval
american_pit_bull_terrier_178,./data/resized_images/trainval/american_pit_bull_terrier_178.jpg,3.0,trainval
american_pit_bull_terrier_179,./data/resized_images/trainval/american_pit_bull_terrier_179.jpg,3.0,trainval
american_pit_bull_terrier_18,./data/resized_images/trainval/american_pit_bull_terrier_18.jpg,3.0,trainval
american_pit_bull_terrier_180,./data/resized_images/trainval/american_pit_bull_terrier_180.jpg,3.0,trainval
american_pit_bull_terrier_181,./data/resized_images/trainval/american_pit_bull_terrier_181.jpg,3.0,trainval
american_pit_bull_terrier_182,./data/resized_images/trainval/american_pit_bull_terrier_182.jpg,3.0,trainval
american_pit_bull_terrier_183,./data/resized_images/trainval/american_pit_bull_terrier_183.jpg,3.0,trainval
american_pit_bull_terrier_184,./data/resized_images/trainval/american_pit_bull_terrier_184.jpg,3.0,trainval
american_pit_bull_terrier_185,./data/resized_images/trainval/american_pit_bull_terrier_185.jpg,3.0,trainval
american_pit_bull_terrier_186,./data/resized_images/trainval/american_pit_bull_terrier_186.jpg,3.0,trainval
american_pit_bull_terrier_187,./data/resized_images/trainval/american_pit_bull_terrier_187.jpg,3.0,trainval
american_pit_bull_terrier_188,./data/resized_images/trainval/american_pit_bull_terrier_188.jpg,3.0,trainval
american_pit_bull_terrier_189,./data/resized_images/trainval/american_pit_bull_terrier_189.jpg,3.0,trainval
american_pit_bull_terrier_190,./data/resized_images/trainval/american_pit_bull_terrier_190.jpg,3.0,trainval
basset_hound_10,./data/resized_images/trainval/basset_hound_10.jpg,4.0,trainval
basset_hound_100,./data/resized_images/trainval/basset_hound_100.jpg,4.0,trainval
basset_hound_101,./data/resized_images/trainval/basset_hound_101.jpg,4.0,trainval
basset_hound_102,./data/resized_images/trainval/basset_hound_102.jpg,4.0,trainval
basset_hound_103,./data/resized_images/trainval/basset_hound_103.jpg,4.0,trainval
basset_hound_104,./data/resized_images/trainval/basset_hound_104.jpg,4.0,trainval
basset_hound_105,./data/resized_images/trainval/basset_hound_105.jpg,4.0,trainval
basset_hound_106,./data/resized_images/trainval/basset_hound_106.jpg,4.0,trainval
basset_hound_107,./data/resized_images/trainval/basset_hound_107.jpg,4.0,trainval
